Tag_ID	article_id
685	218
250	218
471	218
537	218
870	218
969	218
139	218
219	218
275	218
56	218
705	218
753	218
371	218
192	218
502	218
974	218
431	218
966	218
316	218
55	218
425	218
747	218
912	218
389	218
153	218
564	218
49	218
79	218
48	218
57	218
108	218
925	218
407	218
529	218
945	218
514	218
878	218
600	218
602	218
695	218
179	218
622	218
391	218
12	218
449	218
506	218
774	218
990	218
558	218
39	218
127	218
45	218
846	218
180	218
440	218
786	218
920	218
659	218
221	218
160	218
666	218
354	218
170	218
60	218
181	218
606	218
597	218
653	218
842	218
611	218
946	218
402	218
69	218
202	218
459	218
162	218
418	218
550	218
883	218
763	218
413	218
832	218
41	218
595	218
616	218
888	218
246	218
739	218
924	218
630	218
809	218
688	218
657	218
928	218
632	218
384	218
77	218
958	218
594	218
319	218
652	218
229	218
896	218
964	218
20	218
470	218
74	218
684	218
267	218
212	218
195	218
24	218
914	218
441	218
768	218
392	218
156	218
242	218
623	218
174	218
867	218
801	218
93	218
152	218
578	218
104	218
34	218
405	218
321	218
190	218
369	218
446	218
251	218
495	218
853	218
366	218
276	218
509	218
252	218
367	218
404	218
724	218
285	218
519	218
837	218
696	218
830	218
444	218
21	218
377	218
823	218
13	218
686	218
703	218
808	218
228	218
453	218
412	218
877	218
970	218
379	218
304	218
628	218
625	218
950	218
517	218
722	218
742	218
42	218
344	218
486	218
196	218
991	218
226	218
687	218
167	218
852	218
743	218
538	218
330	218
312	218
532	218
105	218
719	218
263	218
58	218
400	218
551	218
510	218
435	218
656	218
520	218
715	218
507	218
84	218
845	218
150	218
85	218
373	218
672	218
322	218
438	218
4	218
552	218
782	218
641	218
22	218
415	218
496	218
637	218
462	218
434	218
746	218
856	218
757	218
247	218
799	218
569	218
35	218
982	218
460	218
522	218
233	218
468	218
81	218
781	218
881	218
947	218
681	218
795	218
866	218
8	218
315	218
141	218
859	218
31	218
469	218
512	218
847	218
103	218
96	218
885	218
282	218
751	218
106	218
213	218
47	218
580	218
409	223
934	223
487	223
317	223
869	223
691	223
185	223
806	223
46	223
976	223
740	223
754	223
971	223
230	223
547	223
556	223
220	223
339	223
527	223
5	223
596	223
851	223
508	223
930	223
347	223
758	223
800	223
420	223
340	223
916	223
618	223
675	223
463	223
816	223
787	223
303	223
28	223
40	223
237	223
911	223
776	223
568	223
819	223
178	223
394	223
627	223
644	223
114	223
713	223
201	223
193	223
868	223
624	223
789	223
385	223
191	223
23	223
370	223
18	223
299	223
323	223
204	223
605	223
759	223
562	223
253	223
336	223
840	223
51	223
101	223
137	223
733	223
197	223
94	223
543	223
116	223
383	223
342	223
534	223
368	223
731	223
187	223
456	223
380	223
921	223
709	223
669	223
679	223
14	223
748	223
257	223
922	223
118	223
76	223
926	223
661	223
140	223
65	223
134	223
291	223
828	223
749	223
243	223
573	223
130	223
328	223
430	223
122	223
932	223
736	223
714	223
408	223
175	223
131	223
755	223
88	223
778	223
907	223
680	223
871	223
43	223
850	223
205	223
951	223
492	223
38	223
15	223
238	223
579	223
10	223
337	223
454	223
712	223
948	223
615	223
824	223
821	223
706	223
959	223
443	223
803	223
332	223
362	223
646	223
744	223
489	223
941	223
89	223
608	223
692	223
395	223
961	223
591	223
956	223
962	223
173	223
457	223
293	223
232	223
249	223
120	223
147	223
72	223
206	223
898	223
353	223
968	223
310	223
992	223
488	223
121	223
526	223
765	223
834	223
812	223
308	223
151	223
482	223
937	223
484	223
416	223
913	223
599	223
273	223
6	223
810	223
640	223
30	223
375	223
760	223
953	223
785	223
955	223
107	223
899	223
111	223
762	223
398	223
513	223
525	223
699	223
2	223
218	223
721	223
265	223
295	223
372	223
811	223
770	223
410	223
638	223
428	223
499	223
767	223
651	223
972	223
756	223
92	223
236	223
124	223
177	223
708	223
728	223
345	223
694	223
693	223
918	223
648	223
833	223
975	223
835	223
631	223
541	223
102	223
900	223
792	223
188	223
110	223
480	223
327	223
189	223
720	223
780	223
259	223
967	223
290	223
965	223
857	223
349	223
929	223
943	223
123	223
0	223
388	223
892	223
882	223
861	223
451	223
571	223
979	223
822	223
135	223
262	223
472	223
361	223
397	223
497	223
458	223
603	223
136	223
239	223
723	223
980	223
515	223
281	223
673	223
566	223
577	223
325	223
244	223
360	223
80	223
592	223
63	223
777	223
805	223
432	223
855	223
119	223
775	223
426	223
17	223
165	223
836	223
461	223
610	223
302	223
52	223
528	223
32	223
376	223
612	223
908	223
677	223
217	223
351	223
710	223
670	223
199	223
540	223
286	223
587	223
314	223
779	223
790	223
849	223
915	223
865	223
324	223
78	223
208	223
902	223
155	223
266	223
598	223
194	223
549	223
269	223
635	223
61	223
807	223
491	223
245	223
71	223
737	223
128	223
884	223
860	223
138	223
66	223
390	223
814	223
278	223
772	223
697	223
664	223
284	223
729	223
331	223
619	223
417	223
126	223
903	223
511	223
329	223
530	223
647	223
504	223
654	223
224	223
862	223
25	223
585	223
844	223
479	223
356	223
450	223
589	223
279	223
678	223
297	223
993	223
411	223
7	223
565	223
474	223
483	223
581	223
464	223
37	223
210	223
906	223
665	223
952	223
516	223
957	223
858	223
893	223
53	223
704	223
741	223
311	223
726	223
633	223
26	223
159	223
919	223
83	223
944	223
880	223
54	223
235	223
294	223
645	223
933	223
352	223
572	223
346	223
813	223
583	223
381	223
501	223
655	223
214	223
848	223
149	223
963	223
168	223
827	223
241	223
363	223
642	223
117	223
427	223
634	223
393	223
586	223
341	223
240	223
234	223
593	223
601	223
422	223
761	223
783	223
386	223
436	223
298	223
343	223
702	223
804	223
225	223
563	223
864	223
445	223
607	223
576	223
481	223
829	223
172	223
875	223
95	223
161	223
3	223
674	223
942	223
19	223
186	223
274	223
927	223
277	223
87	223
730	223
557	223
876	223
211	223
209	223
68	223
649	223
59	223
158	223
931	223
382	223
357	223
535	223
82	223
200	223
505	223
494	223
424	223
685	223
250	223
471	223
537	223
870	223
969	223
139	223
219	223
275	223
56	223
705	223
753	223
371	223
192	223
502	223
974	223
431	223
966	223
316	223
55	223
425	223
747	223
912	223
389	223
153	223
564	223
49	223
79	223
48	223
57	223
108	223
925	223
407	223
529	223
945	223
514	223
878	223
600	223
602	223
695	223
179	223
622	223
391	223
12	223
449	223
506	223
774	223
990	223
558	223
39	223
127	223
45	223
846	223
180	223
440	223
786	223
920	223
659	223
221	223
160	223
666	223
354	223
170	223
60	223
181	223
606	223
597	223
653	223
842	223
611	223
946	223
402	223
69	223
202	223
459	223
162	223
418	223
550	223
883	223
763	223
413	223
832	223
41	223
595	223
616	223
888	223
246	223
739	223
924	223
630	223
809	223
688	223
657	223
928	223
632	223
384	223
77	223
958	223
594	223
319	223
652	223
229	223
896	223
964	223
20	223
470	223
74	223
684	223
267	223
212	223
195	223
24	223
914	223
441	223
768	223
392	223
156	223
242	223
623	223
174	223
867	223
801	223
93	223
152	223
578	223
104	223
34	223
405	223
321	223
190	223
369	223
446	223
251	223
495	223
853	223
366	223
276	223
509	223
252	223
367	223
404	223
724	223
285	223
519	223
837	223
696	223
830	223
444	223
21	223
377	223
823	223
13	223
686	223
703	223
808	223
228	223
453	223
412	223
877	223
970	223
379	223
304	223
628	223
625	223
950	223
517	223
722	223
742	223
42	223
344	223
486	223
196	223
991	223
226	223
687	223
167	223
852	223
743	223
538	223
330	223
312	223
532	223
105	223
719	223
263	223
58	223
400	223
551	223
510	223
435	223
656	223
520	223
715	223
507	223
84	223
845	223
150	223
85	223
373	223
672	223
322	223
438	223
4	223
552	223
782	223
641	223
22	223
415	223
496	223
637	223
462	223
434	223
746	223
856	223
757	223
247	223
799	223
569	223
35	223
982	223
460	223
522	223
233	223
468	223
81	223
781	223
881	223
947	223
681	223
795	223
866	223
8	223
315	223
141	223
859	223
31	223
469	223
512	223
847	223
103	223
96	223
885	223
282	223
751	223
106	223
213	223
47	223
580	223
617	238
682	238
660	238
683	238
791	238
681	238
617	240
682	240
660	240
683	240
283	240
681	240
683	241
681	241
617	241
660	241
682	241
683	242
681	242
617	242
660	242
682	242
437	247
617	247
820	247
169	247
682	247
660	247
683	247
681	247
617	248
682	248
784	248
660	248
683	248
681	248
683	249
681	249
617	249
660	249
682	249
